ID	Name	type	cost	attack	health	durability	text	inPlayText	mechanics	playerClass	rarity
EX1_178be	Uprooted	Enchantment					+5 Attack.			Druid	
EX1_613e	VanCleef's Vengeance	Enchantment					This minion has increased Attack and Health.			Rogue	
EX1_594	Vaporize	Spell	3				<b>Secret:</b> When a minion attacks your hero, destroy it.		Secret	Mage	
CS2_227	Venture Co. Mercenary	Minion	5	7	6		Your minions cost (3) more.	Power	Aura		
NEW1_026	Violet Teacher	Minion	4	3	5		Whenever you cast a spell, summon a 1/1 Violet Apprentice.				
EX1_304	Void Terror	Minion	3	3	3		<b>Battlecry:</b> Destroy the minions on either side of this minion and gain their Attack and Health.		Battlecry	Warlock	Demon
EX1_531e	Well Fed	Enchantment					Increased Attack and Health.			Hunter	
EX1_603e	Whipped Into Shape	Enchantment					+2 Attack.			Warrior	
NEW1_020	Wild Pyromancer	Minion	2	3	2		After you cast a spell, deal 1 damage to ALL minions.				
EX1_033	Windfury Harpy	Minion	6	4	5		<b>Windfury</b>		Windfury		
CS2_231	Wisp	Minion	0	1	1						
EX1_010	Worgen Infiltrator	Minion	1	2	1		<b>Stealth</b>		Stealth		
EX1_317t	Worthless Imp	Minion	1	1	1		<i>You are out of demons! At least there are always imps...</i>","race":"Demon			Warlock	Demon
EX1_154	Wrath	Spell	2				<b>Choose One</b> - Deal $3 damage to a minion; or $1 damage and draw a card.			Druid	
EX1_154a	Wrath	Spell					Deal $3 damage to a minion.			Druid	
EX1_154b	Wrath	Spell					Deal $1 damage to a minion. Draw a card.			Druid	
CS2_169	Young Dragonhawk	Minion	1	1	1		<b>Windfury</b>		Windfury		Beast
EX1_004	Young Priestess	Minion	1	2	1		At the end of your turn, give another random friendly minion +1 Health.				
EX1_049	Youthful Brewmaster	Minion	2	3	2		<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.		Battlecry		
EX1_572	Ysera	Minion	9	4	12		At the end of your turn, add a Dream Card to your hand.				Dragon
DREAM_02	Ysera Awakens	Spell	2				Deal $5 damage to all characters except Ysera.			Dream"}],"Credits	
FP1_026	Anub'ar Ambusher	Minion	4	5	5		<b>Deathrattle:</b> Return a random friendly minion to your hand.		Deathrattle	Rogue	
FP1_020	Avenge	Spell	1				<b>Secret:</b> When one of your minions dies, give a random friendly minion +3/+2.		Secret	Paladin	
FP1_031	Baron Rivendare	Minion	4	1	7		Your minions trigger their <b>Deathrattles</b> twice.		Aura		
FP1_029	Dancing Swords	Minion	3	4	4		<b>Deathrattle:</b> Your opponent draws a card.		Deathrattle		
FP1_023	Dark Cultist	Minion	3	3	4		<b>Deathrattle:</b> Give a random friendly minion +3 Health.		Deathrattle	Priest	
FP1_021	Death's Bite	Weapon	4	4		2	<b>Deathrattle:</b> Deal 1 damage to all minions.		Deathrattle	Warrior	
FP1_009	Deathlord	Minion	3	2	8		<b>Taunt. Deathrattle:</b> Your opponent puts a minion from their deck into the battlefield.		Deathrattle,Taunt		
FP1_018	Duplicate	Spell	3				<b>Secret:</b> When a friendly minion dies, put 2 copies of it into your hand.		Secret	Mage	
FP1_003	Echoing Ooze	Minion	2	1	2		<b>Battlecry:</b> Summon an exact copy of this minion at the end of the turn.		Battlecry		
FP1_015	Feugen	Minion	5	4	7		<b>Deathrattle:</b> If Stalagg also died this game, summon Thaddius.		Deathrattle		
FP1_002	Haunted Creeper	Minion	2	1	2		<b>Deathrattle:</b> Summon two 1/1 Spectral Spiders.		Deathrattle		Beast
NAX5_01	Heigan the Unclean	Hero			30					Warlock	
NAX5_01H	Heigan the Unclean	Hero			45					Warlock	
FP1_013	Kel'Thuzad	Minion	8	6	8		At the end of each turn, summon all friendly minions that died this turn.				
FP1_030	Loatheb	Minion	5	5	5		<b>Battlecry:</b> Enemy spells cost (5) more next turn.		Battlecry		
FP1_004	Mad Scientist	Minion	2	2	2		<b>Deathrattle:</b> Put a <b>Secret</b> from your deck into the battlefield.		Deathrattle		
FP1_010	Maexxna	Minion	6	2	8		Destroy any minion damaged by this minion.		Poisonous		Beast
FP1_017	Nerub'ar Weblord	Minion	2	1	4		Minions with <b>Battlecry</b> cost (2) more.		Aura		
FP1_007	Nerubian Egg	Minion	2	0	2		<b>Deathrattle:</b> Summon a 4/4 Nerubian.		Deathrattle		
NAX4_01	Noth the Plaguebringer	Hero			30					Mage	
NAX4_01H	Noth the Plaguebringer	Hero			45					Mage	
FP1_019	Poison Seeds	Spell	4				Destroy all minions and summon 2/2 Treants to replace them.			Druid	
FP1_023e	Power of the Ziggurat	Enchantment					+3 Health.			Priest	
FP1_025	Reincarnate	Spell	2				Destroy a minion, then return it to life with full Health.			Shaman	
FP1_005	Shade of Naxxramas	Minion	3	2	2		<b>Stealth.</b> At the start of your turn, gain +1/+1.		Stealth		
FP1_012	Sludge Belcher	Minion	5	3	5		<b>Taunt.\nDeathrattle:</b> Summon a 1/2 Slime with <b>Taunt</b>.		Deathrattle,Taunt		
FP1_008	Spectral Knight	Minion	5	4	6		Can't be targeted by spells or Hero Powers.				
FP1_014	Stalagg	Minion	5	7	4		<b>Deathrattle:</b> If Feugen also died this game, summon Thaddius.		Deathrattle		
FP1_027	Stoneskin Gargoyle	Minion	3	1	4		At the start of your turn, restore this minion to full Health.				
FP1_019t	Treant	Minion	1	2	2					Druid	
FP1_028	Undertaker	Minion	1	1	2		Whenever you summon a minion with <b>Deathrattle</b>, gain +1 Attack.				
FP1_024	Unstable Ghoul	Minion	2	1	3		<b>Taunt</b>. <b>Deathrattle:</b> Deal 1 damage to all minions.		Deathrattle,Taunt		
FP1_020e	Vengeance	Enchantment					+3/+2.			Paladin	
FP1_022	Voidcaller	Minion	4	3	4		<b>Deathrattle:</b> Put a random Demon from your hand into the battlefield.		Deathrattle	Warlock	Demon
FP1_016	Wailing Soul	Minion	4	3	5		<b>Battlecry: Silence</b> your other minions.		Battlecry		
FP1_011	Webspinner	Minion	1	1	1		<b>Deathrattle:</b> Add a random Beast card to your hand.		Deathrattle	Hunter	Beast
FP1_001	Zombie Chow	Minion	1	2	3		<b>Deathrattle:</b> Restore 5 Health to the enemy hero.		Deathrattle		
XXX_040	Hogger	Hero			10					Warrior	
GVG_029	Ancestor's Call	Spell	4				Put a random minion from each player's hand into the battlefield.			Shaman	
GVG_077	Anima Golem	Minion	6	9	9		At the end of each turn, destroy this minion if it's your only one.			Warlock	Mech
GVG_085	Annoy-o-Tron	Minion	2	1	2		<b>Taunt</b>\n<b>Divine Shield</b>		Divine Shield,Taunt		Mech
GVG_030	Anodized Robo Cub	Minion	2	2	2		<b>Taunt</b>. <b>Choose One -</b>\n+1 Attack; or +1 Health.		Taunt	Druid	Mech
GVG_069	Antique Healbot	Minion	5	3	3		<b>Battlecry:</b> Restore 8 Health to your hero.		Battlecry		Mech
GVG_091	Arcane ifier X-21	Minion	4	2	5		<b>Taunt</b>\nCan't be targeted by spells or Hero Powers.		Taunt		Mech
GVG_086e	Armor Plated	Enchantment					Increased Attack.			Warrior	
GVG_030a	Attack Mode	Spell					+1 Attack.			Druid	
GVG_030ae	Attack Mode	Enchantment					+1 Attack.			Druid	
GVG_119	Blingtron 3000	Minion	5	3	4		<b>Battlecry:</b> Equip a random weapon for each player.		Battlecry		Mech
GVG_063	Bolvar Fordragon	Minion	5	1	7		Whenever a friendly minion dies while this is in your hand, gain +1 Attack.			Paladin	
GVG_099	Bomb Lobber	Minion	5	3	3		<b>Battlecry:</b> Deal 4 damage to a random enemy minion.		Battlecry		
GVG_050	Bouncing Blade	Spell	3				Deal $1 damage to a random minion. Repeat until a minion dies.			Warrior	
GVG_100e	Brow Furrow	Enchantment					Increased stats.			Warlock	
GVG_068	Burly Rockjaw Trogg	Minion	4	3	5		Whenever your opponent casts a spell, gain +2 Attack.				
GVG_056t	Burrowing Mine	Spell	0				When you draw this, it explodes. You take 10 damage and draw a card.","artist":"Chris Seaman		ImmuneToSpellpower	Warrior	
GVG_017	Call Pet	Spell	2				Draw a card.\nIf it's a Beast, it costs (4) less.			Hunter	
GVG_121	Clockwork Giant	Minion	12	8	8		Costs (1) less for each card in your opponent's hand.				Mech
GVG_082	Clockwork Gnome	Minion	1	2	1		<b>Deathrattle:</b> Add a <b>Spare Part</b> card to your hand.		Deathrattle		Mech
GVG_062	Cobalt Guardian	Minion	5	6	3		Whenever you summon a Mech, gain <b>Divine Shield</b>.			Paladin	Mech
GVG_073	Cobra Shot	Spell	5				Deal $3 damage to a minion and the enemy hero.			Hunter	
GVG_059	Coghammer	Weapon	3	2		3	<b>Battlecry:</b> Give a random friendly minion <b>Divine Shield</b> and <b>Taunt</b>.		Battlecry	Paladin	
GVG_013	Cogmaster	Minion	1	1	2		Has +2 Attack while you have a Mech.		Aura		
GVG_024	Cogmaster's Wrench	Weapon	3	1		3	Has +2 Attack while you have a Mech.		Aura	Rogue	
GVG_038	Crackle	Spell	2				Deal $3-$6 damage. <b>Overload:</b> (1)			Shaman	
GVG_052	Crush	Spell	7				Destroy a minion. If you have a damaged minion, this costs (4) less.			Warrior	
GVG_041	Dark Wispers	Spell	6				<b>Choose One -</b> Summon 5 Wisps; or Give a minion +5/+5 and <b>Taunt</b>.			Druid	
GVG_041b	Dark Wispers	Spell					Summon 5 Wisps.			Druid	
GVG_041a	Dark Wispers	Spell					+5/+5 and <b>Taunt</b>.			Druid	
GVG_041c	Dark Wispers	Enchantment					+5/+5 and <b>Taunt</b>.			Druid	
GVG_015	Darkbomb	Spell	2				Deal $3 damage.			Warlock	
GVG_019	Demonheart	Spell	5				Deal $5 damage to a minion.  If it's a friendly Demon, give it +5/+5 instead.			Warlock	
GVG_019e	Demonheart	Enchantment					+5/+5.			Warlock	
GVG_110	Dr. Boom	Minion	7	7	7		<b>Battlecry</b>: Summon two 1/1 Boom Bots. <i>WARNING: Bots may explode.</i>		Battlecry		
GVG_080t	Druid of the Fang	Minion	5	7	7					Druid	Beast
GVG_080	Druid of the Fang	Minion	5	4	4		<b>Battlecry:</b> If you have a Beast, transform this minion into a 7/7.		Battlecry	Druid	
GVG_066	Dunemaul Shaman	Minion	4	5	4		<b>Windfury, Overload: (1)</b>\n50% chance to attack the wrong enemy.		Windfury	Shaman	
GVG_005	Echo of Medivh	Spell	4				Put a copy of each friendly minion into your hand.			Mage	
GVG_107	Enhance-o Mechano	Minion	4	3	2		<b>Battlecry:</b> Give your other minions <b>Windfury</b>, <b>Taunt</b>, or <b>Divine Shield</b>.\n<i>(at random)</i>		Battlecry		Mech
GVG_076	Explosive Sheep	Minion	2	1	1		<b>Deathrattle:</b> Deal 2 damage to all minions.		Deathrattle		Mech
GVG_026	Feign Death	Spell	2				Trigger all <b>Deathrattles</b> on your minions.			Hunter	
GVG_020	Fel Cannon	Minion	4	3	5		At the end of your turn, deal 2 damage to a non-Mech minion.			Warlock	Mech
GVG_016	Fel Reaver	Minion	5	8	8		Whenever your opponent plays a card, discard the top 3 cards of your deck.				Mech
GVG_007	Flame Leviathan	Minion	7	7	7		When you draw this, deal 2 damage to all characters.			Mage	Mech
GVG_001	Flamecannon	Spell	2				Deal $4 damage to a random enemy minion.			Mage	
GVG_100	Floating Watcher	Minion	5	4	4		Whenever your hero takes damage on your turn, gain +2/+2.			Warlock	Demon
GVG_084	Flying Machine	Minion	3	1	4		<b>Windfury</b>		Windfury		Mech
GVG_113	Foe Reaper 4000	Minion	8	6	9		Also damages the minions next to whomever he attacks.				Mech
GVG_079	Force-Tank MAX	Minion	8	7	7		<b>Divine Shield</b>		Divine Shield		Mech
GVG_049	Gahz'rilla	Minion	7	6	9		Whenever this minion takes damage, double its Attack.			Hunter	Beast
GVG_117	Gazlowe	Minion	6	3	6		Whenever you cast a 1-mana spell, add a random Mech to your hand.				
GVG_032b	Gift of Cards	Spell					Each player draws a card.			Druid	
GVG_032a	Gift of Mana	Spell					Give each player a Mana Crystal.			Druid	
GVG_081	Gilblin Stalker	Minion	2	2	3		<b>Stealth</b>		Stealth		
GVG_043e	Glaivezooka	Enchantment					+1 Attack.			Hunter	
GVG_043	Glaivezooka	Weapon	2	2		2	<b>Battlecry:</b> Give a random friendly minion +1 Attack.		Battlecry	Hunter	
GVG_098	Gnomeregan Infantry	Minion	3	1	4		<b>Charge</b>\n<b>Taunt</b>		Charge,Taunt		
GVG_092	Gnomish Experimenter	Minion	3	3	2		<b>Battlecry:</b> Draw a card. If it's a minion, transform it into a Chicken.		Battlecry		
GVG_023	Goblin Auto-Barber	Minion	2	3	2		<b>Battlecry</b>: Give your weapon +1 Attack.		Battlecry	Rogue	Mech
GVG_004	Goblin Blastmage	Minion	4	5	4		<b>Battlecry:</b> If you have a Mech, deal 4 damage randomly split among all enemies.		Battlecry	Mage	
GVG_095	Goblin Sapper	Minion	3	2	4		Has +4 Attack while your opponent has 6 or more cards in hand.		Aura		
GVG_021e	Grasp of Mal'Ganis	Enchantment					Mal'Ganis is granting +2/+2.			Warlock	
GVG_032	Grove Tender	Minion	3	2	4		<b>Choose One -</b> Give each player a Mana Crystal; or Each player draws a card.			Druid	
GVG_120	Hemet Nesingwary	Minion	5	6	3		<b>Battlecry:</b> Destroy a Beast.		Battlecry		
GVG_104	Hobgoblin	Minion	3	2	3		Whenever you play a 1-Attack minion, give it +2/+2.				
GVG_089	Illuminator	Minion	3	2	4		If you control a <b>Secret</b> at the end of your turn, restore 4 health to your hero.				
GVG_045t	Imp	Minion	1	1	1					Warlock	Demon
GVG_045	Imp-losion	Spell	4				Deal $2-$4 damage to a minion. Summon a 1/1 Imp for each damage dealt.			Warlock	
GVG_056	Iron Juggernaut	Minion	6	6	5		<b>Battlecry:</b> Shuffle a Mine into your opponent's deck. When drawn, it explodes for 10 damage.		Battlecry	Warrior	Mech
GVG_027	Iron Sensei	Minion	3	2	2		At the end of your turn, give another friendly Mech +2/+2.			Rogue	Mech
GVG_027e	Ironed Out	Enchantment					Increased stats.			Rogue	
GVG_094	Jeeves	Minion	4	1	4		At the end of each player's turn, that player draws until they have 3 cards.				Mech
GVG_106	Junkbot	Minion	5	1	5		Whenever a friendly Mech dies, gain +2/+2.				Mech
GVG_074	Kezan Mystic	Minion	4	4	3		<b>Battlecry:</b> Take control of a random enemy <b>Secret</b>.		Battlecry		
GVG_046	King of Beasts	Minion	5	2	6		<b>Taunt</b>. <b>Battlecry:</b> Gain +1 Attack for each other Beast you have.		Battlecry,Taunt	Hunter	Beast
GVG_012	Light of the Naaru	Spell	1				Restore #3 Health. If the target is still damaged, summon a Lightwarden.			Priest	
GVG_008	Lightbomb	Spell	6				Deal damage to each minion equal to its Attack.		AffectedBySpellPower	Priest	
GVG_097	Lil' Exorcist	Minion	3	2	3		<b>Taunt</b>\n<b>Battlecry:</b> Gain +1/+1 for each enemy <b>Deathrattle</b> minion.		Battlecry,Taunt		
GVG_071	Lost Tallstrider	Minion	4	5	4						Beast
GVG_090	Madder Bomber	Minion	5	5	4		<b>Battlecry:</b> Deal 6 damage randomly split between all other characters.		Battlecry		
GVG_021	Mal'Ganis	Minion	9	9	7		Your other Demons have +2/+2.\nYour hero is <b>Immune</b>.		Aura	Warlock	Demon
GVG_035	Malorne	Minion	7	9	7		<b>Deathrattle:</b> Shuffle this minion into your deck.		Deathrattle	Druid	Beast
GVG_034	Mech-Bear-Cat	Minion	6	7	6		Whenever this minion takes damage, add a <b>Spare Part</b> card to your hand.			Druid	Mech
GVG_078	Mechanical Yeti	Minion	4	4	5		<b>Deathrattle:</b> Give each player a <b>Spare Part.</b>		Deathrattle		Mech
GVG_006	Mechwarper	Minion	2	2	3		Your Mechs cost (1) less.		Aura		Mech
GVG_116	Mekgineer Thermaplugg	Minion	9	9	7		Whenever an enemy minion dies, summon a Leper Gnome.				Mech
GVG_048e	Metal Teeth	Enchantment					+2 Attack.			Hunter	
GVG_048	Metaltooth Leaper	Minion	3	3	3		<b>Battlecry</b>: Give your other Mechs +2 Attack.		Battlecry	Hunter	Mech
GVG_103	Micro Machine	Minion	2	1	2		At the start of each turn, gain +1 Attack.				Mech
GVG_049e	Might of Zul'Farrak	Enchantment					Multiplying Attack.			Hunter	
GVG_111	Mimiron's Head	Minion	5	4	5		At the start of your turn, if you have at least 3 Mechs, destroy them all and form V-07-TR-0N.				Mech
GVG_109	Mini-Mage	Minion	4	4	1		<b>Stealth</b>\n<b>Spell Damage +1</b>		Spellpower,Stealth		
GVG_018	Mistress of Pain	Minion	2	1	4		Whenever this minion deals damage, restore that much Health to your hero.			Warlock	Demon
GVG_112	Mogor the Ogre	Minion	6	7	6		All minions have a 50% chance to attack the wrong enemy.				
GVG_061	Muster for Battle	Spell	3				Summon three 1/1 Silver Hand Recruits. Equip a 1/4 Weapon.			Paladin	
GVG_042	Neptulon	Minion	7	7	7		<b>Battlecry:</b> Add 4 random Murlocs to your hand. <b>Overload:</b> (3)		Battlecry	Shaman	
GVG_065	Ogre Brute	Minion	3	4	4		50% chance to attack the wrong enemy.				
GVG_088	Ogre Ninja	Minion	5	6	6		<b>Stealth</b>\n50% chance to attack the wrong enemy.		Stealth	Rogue	
GVG_054	Ogre Warmaul	Weapon	3	4		2	50% chance to attack the wrong enemy.			Warrior	
GVG_025	One-eyed Cheat	Minion	2	4	1		Whenever you summon a Pirate, gain <b>Stealth</b>.			Rogue	Pirate
GVG_123e	Overclocked	Enchantment					Spell Damage +2.		Spellpower	Mage	
GVG_096	Piloted Shredder	Minion	4	4	3		<b>Deathrattle:</b> Summon a random 2-Cost minion.		Deathrattle		Mech
GVG_105	Piloted Sky Golem	Minion	6	6	4		<b>Deathrattle:</b> Summon a random 4-Cost minion.		Deathrattle		Mech
GVG_036e	Powered	Enchantment					+2/+2.			Shaman	
GVG_036	Powermace	Weapon	3	3		2	<b>Deathrattle</b>: Give a random friendly Mech +2/+2.		Deathrattle	Shaman	
GVG_064	Puddlestomper	Minion	2	3	2						Murloc
GVG_101e	Pure	Enchantment					Increased Stats.			Paladin	
GVG_060	Quartermaster	Minion	5	2	5		<b>Battlecry:</b> Give your Silver Hand Recruits +2/+2.		Battlecry	Paladin	
GVG_108	Recombobulator	Minion	2	3	2		<b>Battlecry:</b> Transform a friendly minion into a random minion with the same Cost.		Battlecry		
GVG_031	Recycle	Spell	6				Shuffle an enemy minion into your opponent's deck.			Druid	
GVG_069a	Repairs!	Enchantment					+4 Health.			Priest	
GVG_047	Sabotage	Spell	4				Destroy a random enemy minion. <b>Combo</b>: And your opponent's weapon.		Combo	Rogue	
GVG_070	Salty Dog	Minion	5	7	4						Pirate
GVG_101	Scarlet Purifier	Minion	3	4	3		<b>Battlecry</b>: Deal 2 damage to all minions with <b>Deathrattle</b>.		Battlecry	Paladin	
GVG_055	Screwjank Clunker	Minion	4	2	5		<b>Battlecry</b>: Give a friendly Mech +2/+2.		Battlecry	Warrior	Mech
GVG_055e	Screwy Jank	Enchantment					+2/+2.			Warrior	
GVG_057	Seal of Light	Spell	2				Restore #4 Health to your hero and gain +2 Attack this turn.		ImmuneToSpellpower	Paladin	
GVG_009	Shadowbomber	Minion	1	2	1		<b>Battlecry:</b> Deal 3 damage to each hero.		Battlecry	Priest	
GVG_072	Shadowboxer	Minion	2	2	3		Whenever a character is healed, deal 1 damage to a random enemy.			Priest	Mech
GVG_014a	Shadowed	Enchantment					Health was swapped.			Priest	
GVG_058	Shielded Minibot	Minion	2	2	2		<b>Divine Shield</b>		Divine Shield	Paladin	Mech
GVG_053	Shieldmaiden	Minion	6	5	5		<b>Battlecry:</b> Gain 5 Armor.		Battlecry	Warrior	
GVG_075	Ship's Cannon	Minion	2	2	3		Whenever you summon a Pirate, deal 2 damage to a random enemy.				
GVG_011	Shrinkmeister	Minion	2	3	2		<b>Battlecry:</b> Give a minion -2 Attack this turn.		Battlecry	Priest	
GVG_086	Siege Engine	Minion	5	5	5		Whenever you gain Armor, give this minion +1 Attack.			Warrior	Mech
GVG_040	Siltfin Spiritwalker	Minion	4	2	5		Whenever another friendly Murloc dies, draw a card. <b>Overload</b>: (1)			Shaman	Murloc
GVG_114	Sneed's Old Shredder	Minion	8	5	7		<b>Deathrattle:</b> Summon a random legendary minion.		Deathrattle		Mech
GVG_002	Snowchugger	Minion	2	2	3		<b>Freeze</b> any character damaged by this minion.		Freeze	Mage	Mech
GVG_123	Soot Spewer	Minion	3	3	3		<b>Spell Damage +1</b>		Spellpower	Mage	Mech
GVG_044	Spider Tank	Minion	3	3	4						Mech
GVG_087	Steamwheedle Sniper	Minion	2	2	3		Your Hero Power can target minions.			Hunter	
GVG_067	Stonesplinter Trogg	Minion	2	2	3		Whenever your opponent casts a spell, gain +1 Attack.				
GVG_030be	Tank Mode	Enchantment					+1 Health.			Druid	
GVG_030b	Tank Mode	Spell					+1 Health.			Druid	
GVG_093	Target Dummy	Minion	0	0	2		<b>Taunt</b>		Taunt		Mech
GVG_046e	The King	Enchantment					Increased Attack.			Hunter	
GVG_022	Tinker's Sharpsword Oil	Spell	4				Give your weapon +3 Attack. <b>Combo:</b> Give a random friendly minion +3 Attack.		Combo	Rogue	
GVG_102	Tinkertown Technician	Minion	3	3	3		<b>Battlecry:</b> If you have a Mech, gain +1/+1 and add a <b>Spare Part</b> to your hand.		Battlecry		
GVG_115	Toshley	Minion	6	5	7		<b>Battlecry and Deathrattle:</b> Add a <b>Spare Part</b> card to your hand.		Battlecry,Deathrattle		
GVG_028	Trade Prince Gallywix	Minion	6	5	8		Whenever your opponent casts a spell, gain a copy of it and give them a Coin.			Rogue	
GVG_033	Tree of Life	Spell	9				Restore all characters to full Health.			Druid	
GVG_118	Troggzor the Earthinator	Minion	7	6	6		Whenever your opponent casts a spell, summon a Burly Rockjaw Trogg.				
GVG_003	Unstable Portal	Spell	2				Add a random minion to your hand. It costs (3) less.			Mage	
GVG_083	Upgraded Repair Bot	Minion	5	5	5		<b>Battlecry:</b> Give a friendly Mech +4 Health.		Battlecry	Priest	Mech
GVG_010	Velen's Chosen	Spell	3				Give a minion +2/+4 and <b>Spell Damage +1</b>.			Priest	
GVG_039	Vitality Totem	Minion	2	0	3		At the end of your turn, restore 4 Health to your hero.			Shaman	Totem
GVG_014	Vol'jin	Minion	5	6	2		<b>Battlecry:</b> Swap Health with another minion.		Battlecry	Priest	
GVG_051	Warbot	Minion	1	1	3		<b>Enrage:</b> +1 Attack.		Enrage	Warrior	Mech
GVG_122	Wee Spellstopper	Minion	4	2	5		Adjacent minions can't be targeted by spells or Hero Powers.		Aura	Mage	
GVG_060e	Well Equipped	Enchantment					+2/+2.			Paladin	
GVG_037	Whirling Zap-o-matic	Minion	2	3	2		<b>Windfury</b>		Windfury	Shaman	Mech
TU4d_001	Hemet Nesingwary	Hero			20					Hunter	
TU4e_001	Illidan Stormrage	Hero			30					Hunter	
TU4a_006	Jaina Proudmoore	Hero			27					Mage	
TU4b_001	Millhouse Manastorm	Hero			20					Mage	
TU4d_003	Shotgun Blast	Hero Power	2				<b>Hero Power</b>\nDeal 1 damage.			Hunter	
PRO_001	Elite Tauren Chieftain	Minion	5	5	5		<b>Battlecry:</b> Give both players the power to ROCK! (with a Power Chord card)		Battlecry		
EX1_112	Gelbin Mekkatorque	Minion	6	6	6		<b>Battlecry:</b> Summon an AWESOME invention.		Battlecry		
NEW1_016	Captain's Parrot	Minion	2	1	1		<b>Battlecry:</b> Put a random Pirate from your deck into your hand.		Battlecry		Beast
EX1_062	Old Murk-Eye	Minion	4	2	4		<b>Charge</b>. Has +1 Attack for each other Murloc on the battlefield.	Marglahg	Charge		Murloc
PlaceholderCard	Placeholder Card	Minion	9	6	8		Battlecry: Someone remembers to publish this card.			Mage"}	
